seed,workspace,stages,degree,hparams/epoch,hparams/num_parameters,hparams/validate_best
7427.0,6.0,4.0,4.0,999.0,70.0,0.06835174560546875
700.0,7.0,4.0,1.0,999.0,80.0,0.25597310066223145
7427.0,7.0,3.0,3.0,999.0,65.0,0.10348701477050781
700.0,8.0,3.0,1.0,260.0,73.0,0.009413659572601318
7427.0,4.0,3.0,3.0,140.0,41.0,0.007236480712890625
7427.0,6.0,3.0,2.0,120.0,57.0,0.00810939073562622
700.0,3.0,3.0,3.0,999.0,33.0,0.12152564525604248
7427.0,3.0,4.0,4.0,460.0,40.0,0.007767200469970703
700.0,4.0,4.0,2.0,999.0,50.0,0.0070601701736450195
7427.0,6.0,3.0,3.0,70.0,57.0,0.00781017541885376
7427.0,5.0,4.0,4.0,999.0,60.0,0.07055556774139404
7427.0,8.0,3.0,2.0,180.0,73.0,0.006394684314727783
7427.0,6.0,3.0,4.0,70.0,57.0,0.006136894226074219
700.0,8.0,4.0,1.0,999.0,90.0,0.31210410594940186
700.0,3.0,4.0,3.0,510.0,40.0,0.009646773338317871
1664.0,3.0,3.0,1.0,999.0,33.0,0.48789143562316895
5081.0,8.0,3.0,4.0,40.0,73.0,0.009209692478179932
1664.0,3.0,4.0,1.0,999.0,40.0,0.4324783682823181
3774.0,7.0,3.0,4.0,999.0,65.0,0.0703079104423523
1664.0,4.0,3.0,1.0,999.0,41.0,0.06788390874862671
1664.0,4.0,4.0,1.0,999.0,50.0,0.03615975379943848
700.0,5.0,3.0,2.0,260.0,49.0,0.006709396839141846
7427.0,8.0,3.0,3.0,80.0,73.0,0.008436262607574463
700.0,3.0,3.0,4.0,999.0,33.0,0.2084444761276245
7427.0,7.0,4.0,2.0,999.0,80.0,0.10863924026489258
700.0,8.0,3.0,2.0,110.0,73.0,0.007173418998718262
700.0,3.0,4.0,4.0,350.0,40.0,0.009200513362884521
7427.0,8.0,3.0,4.0,999.0,73.0,0.07520085573196411
700.0,6.0,3.0,2.0,160.0,57.0,0.005903303623199463
700.0,5.0,3.0,3.0,999.0,49.0,0.10128664970397949
700.0,6.0,4.0,2.0,210.0,70.0,0.00987178087234497
700.0,6.0,3.0,3.0,999.0,57.0,0.08160251379013062
3774.0,8.0,3.0,3.0,999.0,73.0,0.11062377691268921
700.0,8.0,3.0,3.0,80.0,73.0,0.005183517932891846
700.0,5.0,4.0,3.0,110.0,60.0,0.006844639778137207
1664.0,5.0,4.0,1.0,999.0,60.0,0.014912784099578857
700.0,4.0,4.0,3.0,340.0,50.0,0.007527589797973633
700.0,5.0,4.0,4.0,999.0,60.0,0.08327317237854004
1664.0,3.0,4.0,2.0,999.0,40.0,0.039636075496673584
700.0,6.0,4.0,3.0,999.0,70.0,0.06883382797241211
700.0,4.0,3.0,4.0,190.0,41.0,0.0074201226234436035
700.0,8.0,3.0,4.0,999.0,73.0,0.06795209646224976
1664.0,4.0,3.0,2.0,310.0,41.0,0.008817195892333984
1664.0,3.0,3.0,3.0,999.0,33.0,0.01929992437362671
1664.0,6.0,3.0,2.0,190.0,57.0,0.004890620708465576
700.0,7.0,3.0,3.0,999.0,65.0,0.08423620462417603
1664.0,5.0,3.0,2.0,160.0,49.0,0.009476065635681152
3774.0,7.0,4.0,3.0,70.0,80.0,0.004143118858337402
1664.0,4.0,3.0,3.0,250.0,41.0,0.008671283721923828
1664.0,7.0,4.0,1.0,660.0,80.0,0.009151995182037354
5081.0,8.0,4.0,4.0,90.0,90.0,0.002357661724090576
1664.0,8.0,3.0,1.0,999.0,73.0,0.15662425756454468
7427.0,7.0,3.0,4.0,999.0,65.0,0.09571534395217896
1664.0,6.0,3.0,3.0,150.0,57.0,0.00498509407043457
3774.0,7.0,4.0,4.0,999.0,80.0,0.07271987199783325
1664.0,8.0,4.0,1.0,999.0,90.0,0.29397404193878174
1664.0,4.0,3.0,4.0,210.0,41.0,0.004680752754211426
1664.0,5.0,3.0,4.0,999.0,49.0,0.07866525650024414
1664.0,4.0,4.0,4.0,560.0,50.0,0.005704045295715332
700.0,7.0,4.0,2.0,999.0,80.0,0.6237887144088745
1664.0,6.0,3.0,4.0,80.0,57.0,0.007771551609039307
7262.0,3.0,3.0,1.0,999.0,33.0,0.3054887056350708
1664.0,6.0,4.0,2.0,140.0,70.0,0.009066402912139893
7262.0,3.0,4.0,1.0,999.0,40.0,0.310133695602417
1664.0,3.0,4.0,3.0,999.0,40.0,0.10610353946685791
1664.0,3.0,3.0,4.0,999.0,33.0,0.16053181886672974
7262.0,4.0,4.0,1.0,999.0,50.0,0.44877439737319946
700.0,6.0,3.0,4.0,70.0,57.0,0.006226480007171631
1664.0,6.0,4.0,3.0,90.0,70.0,0.007290840148925781
7427.0,8.0,4.0,3.0,130.0,90.0,0.003568708896636963
7262.0,5.0,3.0,1.0,720.0,49.0,0.009761512279510498
1664.0,6.0,4.0,4.0,80.0,70.0,0.007595539093017578
1664.0,5.0,4.0,2.0,270.0,60.0,0.00970315933227539
700.0,5.0,3.0,4.0,999.0,49.0,0.07151710987091064
7262.0,5.0,4.0,1.0,999.0,60.0,0.18474262952804565
7262.0,6.0,3.0,1.0,330.0,57.0,0.008433997631072998
700.0,8.0,4.0,2.0,720.0,90.0,0.0015192031860351562
6936.0,8.0,3.0,4.0,999.0,73.0,0.07148456573486328
7262.0,6.0,4.0,1.0,320.0,70.0,0.008540153503417969
7427.0,8.0,4.0,4.0,999.0,90.0,0.07377135753631592
7262.0,3.0,3.0,2.0,999.0,33.0,0.3687460422515869
7427.0,7.0,4.0,3.0,999.0,80.0,0.06819546222686768
7262.0,3.0,4.0,2.0,999.0,40.0,0.03827691078186035
1664.0,5.0,4.0,3.0,280.0,60.0,0.0071735382080078125
7262.0,7.0,3.0,1.0,370.0,65.0,0.006356596946716309
7262.0,4.0,3.0,2.0,210.0,41.0,0.009284615516662598
7262.0,6.0,3.0,2.0,120.0,57.0,0.006214737892150879
1664.0,3.0,4.0,4.0,999.0,40.0,0.10826188325881958
7262.0,5.0,3.0,2.0,210.0,49.0,0.005918920040130615
1664.0,7.0,3.0,2.0,300.0,65.0,0.004439115524291992
1664.0,7.0,4.0,2.0,999.0,80.0,0.08374375104904175
7262.0,6.0,3.0,3.0,110.0,57.0,0.006875097751617432
7262.0,4.0,3.0,3.0,840.0,41.0,0.009979248046875
7262.0,4.0,4.0,2.0,250.0,50.0,0.009537994861602783
700.0,6.0,4.0,4.0,999.0,70.0,0.02043968439102173
7262.0,6.0,4.0,2.0,999.0,70.0,0.0707044005393982
7262.0,6.0,3.0,4.0,999.0,57.0,0.06807929277420044
7262.0,5.0,3.0,3.0,150.0,49.0,0.0068084001541137695
1664.0,5.0,4.0,4.0,999.0,60.0,0.06875371932983398
7262.0,8.0,3.0,1.0,999.0,73.0,0.3409280776977539
7262.0,7.0,4.0,2.0,999.0,80.0,0.06918495893478394
7262.0,4.0,4.0,3.0,999.0,50.0,0.07631278038024902
7262.0,5.0,3.0,4.0,130.0,49.0,0.009332537651062012
700.0,7.0,3.0,4.0,999.0,65.0,0.10458266735076904
7262.0,3.0,3.0,3.0,999.0,33.0,0.38146889209747314
3774.0,8.0,3.0,4.0,999.0,73.0,0.06993168592453003
7262.0,8.0,4.0,1.0,270.0,90.0,0.00847768783569336
7262.0,7.0,3.0,2.0,80.0,65.0,0.007234334945678711
7262.0,5.0,4.0,2.0,780.0,60.0,0.004269719123840332
7262.0,7.0,3.0,3.0,140.0,65.0,0.004640936851501465
499.0,3.0,3.0,1.0,999.0,33.0,0.4192696809768677
499.0,3.0,4.0,1.0,999.0,40.0,0.31660014390945435
7262.0,3.0,4.0,4.0,999.0,40.0,0.2844211459159851
1664.0,7.0,3.0,3.0,110.0,65.0,0.006708741188049316
499.0,4.0,3.0,1.0,999.0,41.0,0.1926894187927246
7262.0,4.0,3.0,4.0,999.0,41.0,0.09679841995239258
7262.0,7.0,3.0,4.0,999.0,65.0,0.08791053295135498
499.0,4.0,4.0,1.0,999.0,50.0,0.13553035259246826
7262.0,8.0,4.0,2.0,90.0,90.0,0.006501555442810059
1664.0,7.0,3.0,4.0,999.0,65.0,0.08832347393035889
700.0,7.0,4.0,3.0,180.0,80.0,0.005002617835998535
499.0,5.0,3.0,1.0,999.0,49.0,0.21139824390411377
7262.0,4.0,4.0,4.0,999.0,50.0,0.08051502704620361
7262.0,8.0,4.0,3.0,999.0,90.0,0.06796228885650635
700.0,8.0,4.0,3.0,60.0,90.0,0.002631664276123047
499.0,3.0,3.0,2.0,999.0,33.0,0.414867103099823
499.0,5.0,4.0,1.0,460.0,60.0,0.00927954912185669
499.0,3.0,4.0,2.0,470.0,40.0,0.009091615676879883
499.0,6.0,3.0,1.0,380.0,57.0,0.008766710758209229
1664.0,8.0,4.0,2.0,140.0,90.0,0.005099594593048096
700.0,7.0,4.0,4.0,340.0,80.0,0.0032325387001037598
700.0,8.0,4.0,4.0,40.0,90.0,0.004410386085510254
499.0,6.0,4.0,1.0,400.0,70.0,0.008737921714782715
7262.0,5.0,4.0,3.0,999.0,60.0,0.07522076368331909
499.0,4.0,3.0,2.0,360.0,41.0,0.008314728736877441
499.0,7.0,4.0,1.0,999.0,80.0,0.280354380607605
499.0,3.0,4.0,3.0,999.0,40.0,0.22923988103866577
7262.0,6.0,4.0,3.0,999.0,70.0,0.06890207529067993
499.0,6.0,3.0,2.0,999.0,57.0,0.12208902835845947
1664.0,8.0,4.0,3.0,999.0,90.0,0.05673706531524658
499.0,8.0,3.0,1.0,260.0,73.0,0.007851362228393555
499.0,5.0,4.0,2.0,200.0,60.0,0.006482601165771484
1664.0,8.0,3.0,3.0,999.0,73.0,0.06866198778152466
499.0,4.0,3.0,3.0,720.0,41.0,0.006169617176055908
7427.0,7.0,4.0,4.0,100.0,80.0,0.002943575382232666
499.0,3.0,3.0,3.0,330.0,33.0,0.00978994369506836
7262.0,7.0,4.0,3.0,110.0,80.0,0.0022939443588256836
499.0,5.0,4.0,3.0,999.0,60.0,0.3854637145996094
1664.0,7.0,4.0,3.0,100.0,80.0,0.002904832363128662
499.0,6.0,4.0,2.0,550.0,70.0,0.009244143962860107
9736.0,3.0,3.0,1.0,999.0,33.0,0.5082561373710632
499.0,3.0,3.0,4.0,560.0,33.0,0.009032666683197021
499.0,5.0,3.0,2.0,200.0,49.0,0.009128093719482422
7262.0,7.0,4.0,4.0,999.0,80.0,0.06792843341827393
9736.0,3.0,4.0,1.0,999.0,40.0,0.38084840774536133
9736.0,4.0,3.0,1.0,999.0,41.0,0.5161340236663818
7262.0,8.0,3.0,2.0,200.0,73.0,0.0030518174171447754
1664.0,7.0,4.0,4.0,999.0,80.0,0.0729367733001709
499.0,7.0,3.0,2.0,150.0,65.0,0.007816791534423828
499.0,4.0,4.0,2.0,250.0,50.0,0.0079689621925354
499.0,8.0,3.0,2.0,60.0,73.0,0.006795346736907959
499.0,3.0,4.0,4.0,999.0,40.0,0.1932528018951416
499.0,5.0,3.0,3.0,140.0,49.0,0.009927451610565186
499.0,8.0,3.0,3.0,60.0,73.0,0.002039313316345215
499.0,4.0,3.0,4.0,630.0,41.0,0.007071316242218018
9736.0,4.0,4.0,1.0,999.0,50.0,0.12889927625656128
499.0,7.0,3.0,3.0,999.0,65.0,0.09159600734710693
7262.0,5.0,4.0,4.0,130.0,60.0,0.007004857063293457
499.0,8.0,3.0,4.0,260.0,73.0,0.0009983181953430176
7262.0,8.0,3.0,3.0,999.0,73.0,0.0739319920539856
499.0,8.0,4.0,2.0,120.0,90.0,0.004455268383026123
9736.0,5.0,3.0,1.0,999.0,49.0,0.5486258864402771
9736.0,3.0,3.0,2.0,999.0,33.0,0.4197213053703308
9736.0,6.0,3.0,1.0,340.0,57.0,0.008189380168914795
499.0,6.0,3.0,3.0,80.0,57.0,0.006872057914733887
499.0,8.0,4.0,3.0,999.0,90.0,0.08757072687149048
499.0,6.0,4.0,3.0,140.0,70.0,0.0099107027053833
499.0,4.0,4.0,4.0,240.0,50.0,0.009333968162536621
499.0,6.0,3.0,4.0,999.0,57.0,0.06832623481750488
9736.0,7.0,4.0,1.0,340.0,80.0,0.008857786655426025
499.0,5.0,4.0,4.0,999.0,60.0,0.06866282224655151
9736.0,8.0,3.0,1.0,480.0,73.0,0.008439600467681885
499.0,6.0,4.0,4.0,999.0,70.0,0.06809765100479126
9736.0,5.0,4.0,2.0,999.0,60.0,0.07662308216094971
9736.0,6.0,3.0,2.0,340.0,57.0,0.009933829307556152
9736.0,8.0,4.0,1.0,210.0,90.0,0.008619487285614014
6654.0,3.0,3.0,1.0,999.0,33.0,0.48850345611572266
9736.0,3.0,3.0,3.0,530.0,33.0,0.007382035255432129
7262.0,6.0,4.0,4.0,999.0,70.0,0.07839477062225342
9736.0,7.0,3.0,2.0,140.0,65.0,0.0058005452156066895
6654.0,3.0,4.0,1.0,999.0,40.0,0.33870410919189453
9736.0,4.0,4.0,2.0,240.0,50.0,0.009670555591583252
9736.0,4.0,3.0,4.0,190.0,41.0,0.008903443813323975
499.0,7.0,4.0,2.0,150.0,80.0,0.00838249921798706
9736.0,3.0,4.0,3.0,840.0,40.0,0.0060034990310668945
9736.0,6.0,4.0,2.0,150.0,70.0,0.0058563947677612305
9736.0,7.0,4.0,2.0,999.0,80.0,0.10325074195861816
7262.0,8.0,4.0,4.0,999.0,90.0,0.07663285732269287
9736.0,7.0,3.0,3.0,999.0,65.0,0.07379883527755737
9736.0,6.0,3.0,3.0,150.0,57.0,0.005160927772521973
9736.0,3.0,3.0,4.0,999.0,33.0,0.2593591809272766
9736.0,4.0,4.0,3.0,150.0,50.0,0.00947338342666626
9736.0,5.0,3.0,3.0,999.0,49.0,0.08184432983398438
9736.0,6.0,4.0,3.0,810.0,70.0,0.001698613166809082
499.0,7.0,4.0,3.0,999.0,80.0,0.06867337226867676
6654.0,4.0,4.0,1.0,999.0,50.0,0.02160400152206421
6654.0,5.0,3.0,1.0,999.0,49.0,0.4334167242050171
9736.0,4.0,4.0,4.0,999.0,50.0,0.08020859956741333
9736.0,8.0,4.0,2.0,120.0,90.0,0.004410505294799805
9736.0,6.0,3.0,4.0,200.0,57.0,0.006122171878814697
6654.0,3.0,3.0,2.0,999.0,33.0,0.3540281653404236
6654.0,5.0,4.0,1.0,999.0,60.0,0.15794014930725098
6654.0,6.0,3.0,1.0,999.0,57.0,0.30296409130096436
9736.0,8.0,3.0,2.0,280.0,73.0,0.0070299506187438965
1664.0,8.0,3.0,4.0,680.0,73.0,0.00928276777267456
499.0,7.0,3.0,4.0,999.0,65.0,0.07906472682952881
9736.0,3.0,4.0,4.0,840.0,40.0,0.008092403411865234
6654.0,6.0,4.0,1.0,330.0,70.0,0.009380519390106201
6654.0,7.0,3.0,1.0,290.0,65.0,0.009769439697265625
9736.0,8.0,4.0,3.0,999.0,90.0,0.10447502136230469
6654.0,8.0,3.0,1.0,260.0,73.0,0.005992710590362549
9736.0,5.0,4.0,3.0,340.0,60.0,0.007642388343811035
6654.0,3.0,4.0,2.0,999.0,40.0,0.16700232028961182
6654.0,3.0,3.0,3.0,999.0,33.0,0.016521036624908447
6654.0,6.0,4.0,2.0,999.0,70.0,0.08033090829849243
9736.0,5.0,3.0,4.0,999.0,49.0,0.07269370555877686
6654.0,4.0,3.0,3.0,180.0,41.0,0.008720159530639648
9736.0,8.0,3.0,3.0,999.0,73.0,0.1055070161819458
6654.0,7.0,3.0,2.0,210.0,65.0,0.00935894250869751
6654.0,8.0,4.0,1.0,580.0,90.0,0.009276390075683594
7262.0,8.0,3.0,4.0,999.0,73.0,0.07079130411148071
9736.0,5.0,4.0,4.0,150.0,60.0,0.009239256381988525
1664.0,8.0,4.0,4.0,50.0,90.0,0.008274078369140625
6654.0,8.0,3.0,2.0,999.0,73.0,0.07195550203323364
6654.0,7.0,3.0,3.0,100.0,65.0,0.007847487926483154
6654.0,7.0,4.0,2.0,999.0,80.0,0.07173824310302734
6654.0,6.0,3.0,2.0,280.0,57.0,0.005843937397003174
9736.0,6.0,4.0,4.0,90.0,70.0,0.006703436374664307
6654.0,7.0,3.0,4.0,999.0,65.0,0.07766032218933105
6654.0,3.0,3.0,4.0,999.0,33.0,0.1386091113090515
6654.0,4.0,4.0,2.0,260.0,50.0,0.006624042987823486
9736.0,7.0,4.0,3.0,999.0,80.0,0.07162314653396606
9736.0,7.0,3.0,4.0,999.0,65.0,0.07013678550720215
6654.0,5.0,4.0,3.0,150.0,60.0,0.008007347583770752
499.0,8.0,4.0,4.0,999.0,90.0,0.06811100244522095
6654.0,6.0,3.0,3.0,260.0,57.0,0.003958523273468018
6654.0,5.0,3.0,3.0,999.0,49.0,0.07591527700424194
6654.0,4.0,4.0,3.0,160.0,50.0,0.008657217025756836
6654.0,6.0,3.0,4.0,999.0,57.0,0.06820797920227051
6654.0,3.0,4.0,3.0,999.0,40.0,0.01956021785736084
499.0,7.0,4.0,4.0,999.0,80.0,0.06866049766540527
6654.0,6.0,4.0,3.0,999.0,70.0,0.06829875707626343
6654.0,8.0,4.0,2.0,110.0,90.0,0.008800804615020752
6654.0,8.0,4.0,3.0,999.0,90.0,0.07295846939086914
9736.0,8.0,3.0,4.0,999.0,73.0,0.10199838876724243
6654.0,7.0,4.0,3.0,999.0,80.0,0.06909793615341187
6654.0,8.0,3.0,3.0,999.0,73.0,0.06812828779220581
6654.0,5.0,3.0,4.0,150.0,49.0,0.005757153034210205
9736.0,7.0,4.0,4.0,999.0,80.0,0.06788820028305054
6654.0,6.0,4.0,4.0,999.0,70.0,0.06854933500289917
6654.0,7.0,4.0,4.0,999.0,80.0,0.06790882349014282
6654.0,8.0,4.0,4.0,999.0,90.0,0.07871758937835693
6654.0,8.0,3.0,4.0,999.0,73.0,0.10209512710571289
